origen_aseguradora,id_original,marca,modelo_version_completo,anio,version_corta,transmision,activo
MAPFRE,1, JMC,EV BLACK BEV TA,2024,BEV TA,AUTO,1
MAPFRE,31,ACURA,ACURA ILX A-SPEC,2015,A-SPEC,,1
MAPFRE,31,ACURA,ACURA ILX A-SPEC,2016,A-SPEC,,1
MAPFRE,31,ACURA,ACURA ILX A-SPEC,2017,A-SPEC,,1
MAPFRE,31,ACURA,ACURA ILX A-SPEC,2018,A-SPEC,,1
MAPFRE,40,ACURA,ACURA ILX A-SPEC,2019,A-SPEC,,1
MAPFRE,40,ACURA,ACURA ILX A-SPEC,2020,A-SPEC,,1
MAPFRE,27,ACURA,ACURA ILX LUXURY,2014,LUXURY,,1
MAPFRE,20,ACURA,ACURA ILX PREMIUM,2013,PREMIUM,,1
MAPFRE,20,ACURA,ACURA ILX PREMIUM,2014,PREMIUM,,1
MAPFRE,20,ACURA,ACURA ILX PREMIUM,2015,PREMIUM,,1
MAPFRE,21,ACURA,ACURA ILX TECH,2013,TECH,,1
MAPFRE,21,ACURA,ACURA ILX TECH,2014,TECH,,1
MAPFRE,21,ACURA,ACURA ILX TECH,2015,TECH,,1
MAPFRE,21,ACURA,ACURA ILX TECH,2016,TECH,,1
MAPFRE,21,ACURA,ACURA ILX TECH,2017,TECH,,1
MAPFRE,21,ACURA,ACURA ILX TECH,2018,TECH,,1
MAPFRE,39,ACURA,ACURA ILX TECH,2019,TECH,,1
MAPFRE,39,ACURA,ACURA ILX TECH,2020,TECH,,1
MAPFRE,50,ACURA,ACURA INTEGRA A-SPEC TA,2023,A-SPEC TA,AUTO,1
MAPFRE,50,ACURA,ACURA INTEGRA A-SPEC TA,2024,A-SPEC TA,AUTO,1
MAPFRE,50,ACURA,ACURA INTEGRA A-SPEC TA,2025,A-SPEC TA,AUTO,1
MAPFRE,3,ACURA,ACURA MDX 3.5 5V AUT PIEL,2005,3.5 5V AUT PIEL,AUTO,1
MAPFRE,3,ACURA,ACURA MDX 3.5 5V AUT PIEL,2006,3.5 5V AUT PIEL,AUTO,1
MAPFRE,3,ACURA,ACURA MDX 3.5 5V AUT PIEL,2007,3.5 5V AUT PIEL,AUTO,1
MAPFRE,26,ACURA,ACURA MDX 3.5 6V AUT,2014,3.5 6V AUT,AUTO,1
MAPFRE,26,ACURA,ACURA MDX 3.5 6V AUT,2015,3.5 6V AUT,AUTO,1
MAPFRE,26,ACURA,ACURA MDX 3.5 6V AUT,2016,3.5 6V AUT,AUTO,1
MAPFRE,26,ACURA,ACURA MDX 3.5 6V AUT,2017,3.5 6V AUT,AUTO,1
MAPFRE,26,ACURA,ACURA MDX 3.5 6V AUT,2018,3.5 6V AUT,AUTO,1
MAPFRE,28,ACURA,ACURA MDX 3.5 TECH V6 TA,2014,3.5 TECH V6 TA,AUTO,1
MAPFRE,5,ACURA,ACURA MDX 3.7 5V AUT ABS,2007,3.7 5V AUT ABS,AUTO,1
MAPFRE,5,ACURA,ACURA MDX 3.7 5V AUT ABS,2008,3.7 5V AUT ABS,AUTO,1
MAPFRE,5,ACURA,ACURA MDX 3.7 5V AUT ABS,2009,3.7 5V AUT ABS,AUTO,1
MAPFRE,5,ACURA,ACURA MDX 3.7 5V AUT ABS,2010,3.7 5V AUT ABS,AUTO,1
MAPFRE,5,ACURA,ACURA MDX 3.7 5V AUT ABS,2011,3.7 5V AUT ABS,AUTO,1
MAPFRE,24,ACURA,ACURA MDX 3.7 6V AUT,2013,3.7 6V AUT,AUTO,1
MAPFRE,14,ACURA,ACURA MDX 3.7 6V AUT ABS,2010,3.7 6V AUT ABS,AUTO,1
MAPFRE,14,ACURA,ACURA MDX 3.7 6V AUT ABS,2011,3.7 6V AUT ABS,AUTO,1
MAPFRE,14,ACURA,ACURA MDX 3.7 6V AUT ABS,2012,3.7 6V AUT ABS,AUTO,1
MAPFRE,36,ACURA,ACURA MDX A-SPEC 3.5L TA,2019,A-SPEC 3.5L TA,AUTO,1
MAPFRE,36,ACURA,ACURA MDX A-SPEC 3.5L TA,2020,A-SPEC 3.5L TA,AUTO,1
MAPFRE,45,ACURA,ACURA MDX ADVANCE 3.5L TA,2022,MDADVANCE TA 3.5L TA,AUTO,1
MAPFRE,45,ACURA,ACURA MDX ADVANCE 3.5L TA,2023,MDADVANCE TA 3.5L TA,AUTO,1
MAPFRE,45,ACURA,ACURA MDX ADVANCE 3.5L TA,2024,MDADVANCE TA 3.5L TA,AUTO,1
MAPFRE,37,ACURA,ACURA MDX TECH 3.5L TA,2019,TECH 3.5L TA,AUTO,1
MAPFRE,37,ACURA,ACURA MDX TECH 3.5L TA,2020,TECH 3.5L TA,AUTO,1
MAPFRE,49,ACURA,ACURA MDX TYPE S 3.0L TA,2022,TYPE S 3.0L TA,AUTO,1
MAPFRE,49,ACURA,ACURA MDX TYPE S 3.0L TA,2023,TYPE S 3.0L TA,AUTO,1
MAPFRE,49,ACURA,ACURA MDX TYPE S 3.0L TA,2024,TYPE S 3.0L TA,AUTO,1
MAPFRE,44,ACURA,ACURA NSX 3.5 TOP COUPE HYBRID TA,2017,3.5 TOP COUPE HYBRID TA,AUTO,1
MAPFRE,19,ACURA,ACURA RDX 3.5L AUT ,2013,3.5L AUT,AUTO,1
MAPFRE,19,ACURA,ACURA RDX 3.5L AUT ,2014,3.5L AUT,AUTO,1
MAPFRE,19,ACURA,ACURA RDX 3.5L AUT ,2015,3.5L AUT,AUTO,1
MAPFRE,19,ACURA,ACURA RDX 3.5L AUT ,2016,3.5L AUT,AUTO,1
MAPFRE,19,ACURA,ACURA RDX 3.5L AUT,2017,3.5L AUT,AUTO,1
MAPFRE,32,ACURA,ACURA RDX 3.5L AUT,2017,3.5L AUT,AUTO,1
MAPFRE,32,ACURA,ACURA RDX 3.5L AUT,2018,3.5L AUT,AUTO,1
MAPFRE,35,ACURA,ACURA RDX A-SPECH 2.0L TA,2019,A-SPECH 2.0L TA,AUTO,1
MAPFRE,35,ACURA,ACURA RDX A-SPECH 2.0L TA,2020,A-SPECH 2.0L TA,AUTO,1
MAPFRE,43,ACURA,ACURA RDX A-SPECH 2.0L TA,2021,A-SPECH 2.0L TA,AUTO,1
MAPFRE,43,ACURA,ACURA RDX A-SPECH 2.0L TA,2022,A-SPECH 2.0L TA,AUTO,1
MAPFRE,43,ACURA,ACURA RDX A-SPECH 2.0L TA,2023,A-SPECH 2.0L TA,AUTO,1
MAPFRE,43,ACURA,ACURA RDX A-SPECH 2.0L TA,2024,A-SPECH 2.0L TA,AUTO,1
MAPFRE,46,ACURA,ACURA RDX ADVANCE 2.0L TA,2022,RDADVANCE TA 2.0L TA,AUTO,1
MAPFRE,46,ACURA,ACURA RDX ADVANCE 2.0L TA,2023,RDADVANCE TA 2.0L TA,AUTO,1
MAPFRE,46,ACURA,ACURA RDX ADVANCE 2.0L TA,2024,RDADVANCE TA 2.0L TA,AUTO,1
MAPFRE,4,ACURA,ACURA RDX AUT PIEL QC,2007,AUT PIEL QC,AUTO,1
MAPFRE,4,ACURA,ACURA RDX AUT PIEL QC,2008,AUT PIEL QC,AUTO,1
MAPFRE,4,ACURA,ACURA RDX AUT PIEL QC,2009,AUT PIEL QC,AUTO,1
MAPFRE,4,ACURA,ACURA RDX AUT PIEL QC,2010,AUT PIEL QC,AUTO,1
MAPFRE,4,ACURA,ACURA RDX AUT PIEL QC,2011,AUT PIEL QC,AUTO,1
MAPFRE,18,ACURA,ACURA RDX AUT PIEL QC,2012,AUT PIEL QC,AUTO,1
MAPFRE,34,ACURA,ACURA RDX TECH 2.0L TA,2019,TECH 2.0L TA,AUTO,1
MAPFRE,34,ACURA,ACURA RDX TECH 2.0L TA,2020,TECH 2.0L TA,AUTO,1
MAPFRE,42,ACURA,ACURA RDX TECH 2.0L TA,2021,TECH 2.0L TA,AUTO,1
MAPFRE,42,ACURA,ACURA RDX TECH 2.0L TA,2022,TECH 2.0L TA,AUTO,1
MAPFRE,1,ACURA,ACURA RL 3.5 L 5V AUT PIEL,2005,3.5 L 5V AUT PIEL,AUTO,1
MAPFRE,1,ACURA,ACURA RL 3.5 L 5V AUT PIEL,2006,3.5 L 5V AUT PIEL,AUTO,1
MAPFRE,1,ACURA,ACURA RL 3.5 L 5V AUT PIEL,2007,3.5 L 5V AUT PIEL,AUTO,1
MAPFRE,1,ACURA,ACURA RL 3.5 L 5V AUT PIEL,2008,3.5 L 5V AUT PIEL,AUTO,1
MAPFRE,1,ACURA,ACURA RL 3.5 L 5V AUT PIEL,2009,3.5 L 5V AUT PIEL,AUTO,1
MAPFRE,1,ACURA,ACURA RL 3.5 L 5V AUT PIEL,2010,3.5 L 5V AUT PIEL,AUTO,1
MAPFRE,9,ACURA,ACURA RL 3.7L V6 PIEL QC,2009,3.7L V6 PIEL QC,,1
MAPFRE,9,ACURA,ACURA RL 3.7L V6 PIEL QC,2010,3.7L V6 PIEL QC,,1
MAPFRE,16,ACURA,ACURA RL 3.7L V6 PIEL QC,2011,3.7L V6 PIEL QC,,1
MAPFRE,25,ACURA,ACURA RLX V6 I,2014,X V6 I,,1
MAPFRE,25,ACURA,ACURA RLX V6 I,2015,X V6 I,,1
MAPFRE,2,ACURA,ACURA TL 3.2L 5V AUT PIEL,2005,3.2L 5V AUT PIEL,AUTO,1
MAPFRE,2,ACURA,ACURA TL 3.2L 5V AUT PIEL,2006,3.2L 5V AUT PIEL,AUTO,1
MAPFRE,2,ACURA,ACURA TL 3.2L 5V AUT PIEL,2007,3.2L 5V AUT PIEL,AUTO,1
MAPFRE,2,ACURA,ACURA TL 3.2L 5V AUT PIEL,2008,3.2L 5V AUT PIEL,AUTO,1
MAPFRE,2,ACURA,ACURA TL 3.2L 5V AUT PIEL,2009,3.2L 5V AUT PIEL,AUTO,1
MAPFRE,2,ACURA,ACURA TL 3.2L 5V AUT PIEL,2010,3.2L 5V AUT PIEL,AUTO,1
MAPFRE,22,ACURA,ACURA TL 3.5L AUT,2013,3.5L AUT,AUTO,1
MAPFRE,10,ACURA,ACURA TL 3.5L SD AUT,2009,3.5L SD AUT,AUTO,1
MAPFRE,10,ACURA,ACURA TL 3.5L SD AUT,2010,3.5L SD AUT,AUTO,1
MAPFRE,10,ACURA,ACURA TL 3.5L SD AUT,2011,3.5L SD AUT,AUTO,1
MAPFRE,10,ACURA,ACURA TL 3.5L SD AUT,2012,3.5L SD AUT,AUTO,1
MAPFRE,199,ACURA,ACURA TL 3.5L SD AUT ACT.,2012,3.5L SD AUT ACT.,AUTO,1
MAPFRE,23,ACURA,ACURA TL 3.7L AUT,2013,3.7L AUT,AUTO,1
MAPFRE,11,ACURA,ACURA TL 3.7L SD AUT,2009,3.7L SD AUT,AUTO,1
MAPFRE,11,ACURA,ACURA TL 3.7L SD AUT,2010,3.7L SD AUT,AUTO,1
MAPFRE,11,ACURA,ACURA TL 3.7L SD AUT,2011,3.7L SD AUT,AUTO,1
MAPFRE,11,ACURA,ACURA TL 3.7L SD AUT,2012,3.7L SD AUT,AUTO,1
MAPFRE,33,ACURA,ACURA TLX A-SPEC TA,2018,A-SPEC TA,AUTO,1
MAPFRE,41,ACURA,ACURA TLX ADVANCE TA,2020,ADVANCE TA,AUTO,1
MAPFRE,41,ACURA,ACURA TLX ADVANCE TA,2021,ADVANCE TA,AUTO,1
MAPFRE,47,ACURA,ACURA TLX ADVANCE TA,2022,ADVANCE TA,AUTO,1
MAPFRE,47,ACURA,ACURA TLX ADVANCE TA,2023,ADVANCE TA,AUTO,1
MAPFRE,47,ACURA,ACURA TLX ADVANCE TA,2024,ADVANCE TA,AUTO,1
MAPFRE,29,ACURA,ACURA TLX ADVANCED,2015,ADVANCED,,1
MAPFRE,29,ACURA,ACURA TLX ADVANCED,2016,ADVANCED,,1
MAPFRE,29,ACURA,ACURA TLX ADVANCED,2017,ADVANCED,,1
MAPFRE,29,ACURA,ACURA TLX ADVANCED,2018,ADVANCED,,1
MAPFRE,29,ACURA,ACURA TLX ADVANCED,2019,ADVANCED,,1
MAPFRE,30,ACURA,ACURA TLX TECH,2015,TECH,,1
MAPFRE,30,ACURA,ACURA TLX TECH,2016,TECH,,1
MAPFRE,30,ACURA,ACURA TLX TECH,2017,TECH,,1
MAPFRE,38,ACURA,ACURA TLX TECH A-SPEC TA,2019,TECH A-SPEC TA,AUTO,1
MAPFRE,48,ACURA,ACURA TLX TYPE S TA,2022,TYPE S TA,AUTO,1
MAPFRE,48,ACURA,ACURA TLX TYPE S TA,2023,TYPE S TA,AUTO,1
MAPFRE,48,ACURA,ACURA TLX TYPE S TA,2024,TYPE S TA,AUTO,1
MAPFRE,17,ACURA,ACURA TSX 2.4 AUT,2012,2.4 AUT,AUTO,1
MAPFRE,17,ACURA,ACURA TSX 2.4 AUT,2013,2.4 AUT,AUTO,1
MAPFRE,12,ACURA,ACURA TSX 3.5 AT SD,2010,3.5 AT SD,,1
MAPFRE,12,ACURA,ACURA TSX 3.5 AT SD,2011,3.5 AT SD,,1
MAPFRE,12,ACURA,ACURA TSX 3.5 AT SD,2012,3.5 AT SD,,1
MAPFRE,12,ACURA,ACURA TSX 3.5 AT SD,2013,3.5 AT SD,,1
MAPFRE,8,ACURA,ACURA TSX SD PIEL,2009,SD PIEL,,1
MAPFRE,8,ACURA,ACURA TSX SD PIEL,2010,SD PIEL,,1
MAPFRE,8,ACURA,ACURA TSX SD PIEL,2011,SD PIEL,,1
MAPFRE,13,ACURA,ACURA ZDX 3.7 AT 4X4,2010,3.7 AT 4X4,AUTO,1
MAPFRE,13,ACURA,ACURA ZDX 3.7 AT 4X4,2011,3.7 AT 4X4,AUTO,1
MAPFRE,53,ACURA,INTEGRA TYPE S 2.0 V6 TM,2024,TYPE S 2.0 V6 TM,MANUAL,1
MAPFRE,53,ACURA,INTEGRA TYPE S 2.0 V6 TM,2025,TYPE S 2.0 V6 TM,MANUAL,1
MAPFRE,51,ACURA,NSX BASE 3.5 HIBRIDO TA,2018,BASE 3.5 HIBRIDO TA,AUTO,1
MAPFRE,51,ACURA,NSX BASE 3.5 HIBRIDO TA,2019,BASE 3.5 HIBRIDO TA,AUTO,1
MAPFRE,52,ACURA,NSX EXCLUSIVE 3.5 HIBRIDO TA,2017,EXCLUSIVE 3.5 HIBRIDO TA,AUTO,1
MAPFRE,52,ACURA,NSX EXCLUSIVE 3.5 HIBRIDO TA,2018,EXCLUSIVE 3.5 HIBRIDO TA,AUTO,1
MAPFRE,52,ACURA,NSX EXCLUSIVE 3.5 HIBRIDO TA,2019,EXCLUSIVE 3.5 HIBRIDO TA,AUTO,1
MAPFRE,33,ALFA ROMEO,1.4 TUR QUADRIFOGLIO VERDE MULTIAIR,2013,1.4 TUR QUADRIFOGLIO VERDE MULTIAIR,,1
MAPFRE,33,ALFA ROMEO,1.4 TUR QUADRIFOGLIO VERDE MULTIAIR,2015,1.4 TUR QUADRIFOGLIO VERDE MULTIAIR,,1
MAPFRE,33,ALFA ROMEO,1.4 TUR QUADRIFOGLIO VERDE MULTIAIR,2016,1.4 TUR QUADRIFOGLIO VERDE MULTIAIR,,1
MAPFRE,19,ALFA ROMEO,147 B A/AC AUT PIEL 3PTAS.,2004,B A/AC AUT PIEL 3PTAS.,AUTO,1
MAPFRE,19,ALFA ROMEO,147 B A/AC AUT PIEL 3PTAS.,2005,B A/AC AUT PIEL 3PTAS.,AUTO,1
MAPFRE,19,ALFA ROMEO,147 B A/AC AUT PIEL 3PTAS.,2006,B A/AC AUT PIEL 3PTAS.,AUTO,1
MAPFRE,19,ALFA ROMEO,147 B A/AC AUT PIEL 3PTAS.,2007,B A/AC AUT PIEL 3PTAS.,AUTO,1
MAPFRE,21,ALFA ROMEO,147 C A/AC PIEL 5PTAS. SELESPEED,2004,C A/AC PIEL 5PTAS. SELESPEED,AUTO,1
MAPFRE,21,ALFA ROMEO,147 C A/AC PIEL 5PTAS. SELESPEED,2005,C A/AC PIEL 5PTAS. SELESPEED,AUTO,1
MAPFRE,21,ALFA ROMEO,147 C A/AC PIEL 5PTAS. SELESPEED,2006,C A/AC PIEL 5PTAS. SELESPEED,AUTO,1
MAPFRE,22,ALFA ROMEO,147 D A/AC PIEL Q/C 5PTAS SELESPEED,2004,D A/AC PIEL Q/C 5PTAS SELESPEED,AUTO,1
MAPFRE,22,ALFA ROMEO,147 D A/AC PIEL Q/C 5PTAS SELESPEED,2005,D A/AC PIEL Q/C 5PTAS SELESPEED,AUTO,1
MAPFRE,22,ALFA ROMEO,147 D A/AC PIEL Q/C 5PTAS SELESPEED,2006,D A/AC PIEL Q/C 5PTAS SELESPEED,AUTO,1
MAPFRE,22,ALFA ROMEO,147 D A/AC PIEL Q/C 5PTAS SELESPEED,2007,D A/AC PIEL Q/C 5PTAS SELESPEED,AUTO,1
MAPFRE,17,ALFA ROMEO,147 M A/AC STD TELA 3PTAS.,2004,M A/AC STD TELA 3PTAS.,MANUAL,1
MAPFRE,18,ALFA ROMEO,147 P A/AC STD PIEL 3PTAS.,2004,P A/AC STD PIEL 3PTAS.,MANUAL,1
MAPFRE,18,ALFA ROMEO,147 P A/AC STD PIEL 3PTAS.,2005,P A/AC STD PIEL 3PTAS.,MANUAL,1
MAPFRE,18,ALFA ROMEO,147 P A/AC STD PIEL 3PTAS.,2006,P A/AC STD PIEL 3PTAS.,MANUAL,1
MAPFRE,18,ALFA ROMEO,147 P A/AC STD PIEL 3PTAS.,2007,P A/AC STD PIEL 3PTAS.,MANUAL,1
MAPFRE,1,ALFA ROMEO,147 SELESPEED 3 PTAS,2002,SELESPEED 3 PTAS,AUTO,1
MAPFRE,1,ALFA ROMEO,147 SELESPEED 3 PTAS,2003,SELESPEED 3 PTAS,AUTO,1
MAPFRE,1,ALFA ROMEO,147 SELESPEED 3 PTAS,2004,SELESPEED 3 PTAS,AUTO,1
MAPFRE,1,ALFA ROMEO,147 SELESPEED 3 PTAS,2005,SELESPEED 3 PTAS,AUTO,1
MAPFRE,1,ALFA ROMEO,147 SELESPEED 3 PTAS,2018,SELESPEED 3 PTAS,,1
MAPFRE,14,ALFA ROMEO,147 SELESPEED 3 PTAS TELA,2002,SELESPEED 3 PTAS TELA,AUTO,1
MAPFRE,71,ALFA ROMEO,147 SELESPEED 3 PTAS TELA,2002,147 SELESPEED 3 PTAS TELA,,1
MAPFRE,2,ALFA ROMEO,147 SELESPEED 5 PTAS,2001,SELESPEED 5 PTAS,AUTO,1
MAPFRE,2,ALFA ROMEO,147 SELESPEED 5 PTAS,2002,SELESPEED 5 PTAS,AUTO,1
MAPFRE,2,ALFA ROMEO,147 SELESPEED 5 PTAS,2003,SELESPEED 5 PTAS,AUTO,1
MAPFRE,2,ALFA ROMEO,147 SELESPEED 5 PTAS,2004,SELESPEED 5 PTAS,AUTO,1
MAPFRE,10,ALFA ROMEO,147 SELESPEED SR 3PTAS. STD.,2003,SELESPEED SR 3PTAS. STD.,MANUAL,1
MAPFRE,20,ALFA ROMEO,147 T A/AC AUT PIEL 3PTAS.,2004,T A/AC AUT PIEL 3PTAS.,AUTO,1
MAPFRE,4,ALFA ROMEO,156 2.5 V6 QSISTEM 2.4L,2002,2.5 V6 QSISTEM 2.4L,,1
MAPFRE,4,ALFA ROMEO,156 2.5 V6 QSISTEM 2.4L,2003,2.5 V6 QSISTEM 2.4L,,1
MAPFRE,4,ALFA ROMEO,156 2.5 V6 QSISTEM 2.4L,2004,2.5 V6 QSISTEM 2.4L,,1
MAPFRE,70,ALFA ROMEO,156 3.2L GTA V6 TM,2003,156 3.2L GTA V6 TM,MANUAL,1
MAPFRE,8,ALFA ROMEO,156 SELESPEED 2.0 JTS 4CIL SR,2003,SELESPEED 2.0 JTS 4CIL SR,AUTO,1
MAPFRE,3,ALFA ROMEO,156 SELESPEED 2.0 TS 4CIL,2001,SELESPEED 2.0 TS 4CIL,AUTO,1
MAPFRE,3,ALFA ROMEO,156 SELESPEED 2.0 TS 4CIL,2002,SELESPEED 2.0 TS 4CIL,AUTO,1
MAPFRE,3,ALFA ROMEO,156 SELESPEED 2.0 TS 4CIL,2003,SELESPEED 2.0 TS 4CIL,AUTO,1
MAPFRE,3,ALFA ROMEO,156 SELESPEED 2.0 TS 4CIL,2004,SELESPEED 2.0 TS 4CIL,AUTO,1
MAPFRE,3,ALFA ROMEO,156 SELESPEED 2.0 TS 4CIL,2017,SELESPEED 2.0 TS 4CIL,,1
MAPFRE,5,ALFA ROMEO,156 SPORTWAGON SELESPEED 2.0 TS,2002,SPORTWAGON SELESPEED 2.0 TS,AUTO,1
MAPFRE,5,ALFA ROMEO,156 SPORTWAGON SELESPEED 2.0 TS,2003,SPORTWAGON SELESPEED 2.0 TS,AUTO,1
MAPFRE,5,ALFA ROMEO,156 SPORTWAGON SELESPEED 2.0 TS,2004,SPORTWAGON SELESPEED 2.0 TS,AUTO,1
MAPFRE,5,ALFA ROMEO,156 SPORTWAGON SELESPEED 2.0 TS,2015,SPORTWAGON SELESPEED 2.0 TS,,1
MAPFRE,5,ALFA ROMEO,156 SPORTWAGON SELESPEED 2.0 TS,2019,SPORTWAGON SELESPEED 2.0 TS,,1
MAPFRE,15,ALFA ROMEO,156 TIPO A A/AC B/A CD SELESPEED,2004,TIPO A A/AC B/A CD SELESPEED,AUTO,1
MAPFRE,16,ALFA ROMEO,156 TIPO T A/AC BA CD Q/C SELESPEED,2004,TIPO T A/AC BA CD Q/C SELESPEED,AUTO,1
MAPFRE,25,ALFA ROMEO,159 2.2 JTS SS SD PIEL,2007,2.2 JTS SS SD PIEL,,1
MAPFRE,25,ALFA ROMEO,159 2.2 JTS SS SD PIEL,2008,2.2 JTS SS SD PIEL,,1
MAPFRE,29,ALFA ROMEO,159 2.2 SPORT PLUS SELESPEED,2012,2.2 SPORT PLUS SELESPEED,AUTO,1
MAPFRE,26,ALFA ROMEO,159 3.2 JTS Q4 AUT SD PIEL,2007,3.2 JTS Q4 AUT SD PIEL,AUTO,1
MAPFRE,30,ALFA ROMEO,159 3.2 SPORT PLUS AWD TA,2012,3.2 SPORT PLUS AWD TA,AUTO,1
MAPFRE,6,ALFA ROMEO,166 2.0 V6 TB 1995CC,2001,2.0 V6 TB 1995CC,,1
MAPFRE,6,ALFA ROMEO,166 2.0 V6 TB 1995CC,2002,2.0 V6 TB 1995CC,,1
MAPFRE,6,ALFA ROMEO,166 2.0 V6 TB 1995CC,2003,2.0 V6 TB 1995CC,,1
MAPFRE,6,ALFA ROMEO,166 2.0 V6 TB 1995CC,2004,2.0 V6 TB 1995CC,,1
MAPFRE,7,ALFA ROMEO,166 SPORTRONIC 2.0 V6,2002,SPORTRONIC 2.0 V6,AUTO,1
MAPFRE,7,ALFA ROMEO,166 SPORTRONIC 2.0 V6,2003,SPORTRONIC 2.0 V6,AUTO,1
MAPFRE,9,ALFA ROMEO,166 V6 3.0L PIEL AUT.,2002,V6 3.0L PIEL AUT.,AUTO,1
MAPFRE,9,ALFA ROMEO,166 V6 3.0L PIEL AUT.,2003,V6 3.0L PIEL AUT.,AUTO,1
MAPFRE,36,ALFA ROMEO,4C COMPETIZIONE,2016,COMPETIZIONE,,1
MAPFRE,36,ALFA ROMEO,4C COMPETIZIONE,2017,COMPETIZIONE,,1
MAPFRE,37,ALFA ROMEO,4C SPECIALE,2016,SPECIALE,,1
MAPFRE,41,ALFA ROMEO,4C SPIDER,2016,SPIDER,,1
MAPFRE,41,ALFA ROMEO,4C SPIDER,2017,SPIDER,,1
MAPFRE,28,ALFA ROMEO,BRERA COUPE STD 3.2 PIEL,2007,COUPE STD 3.2 PIEL,MANUAL,1
MAPFRE,28,ALFA ROMEO,BRERA COUPE STD 3.2 PIEL,2008,COUPE STD 3.2 PIEL,MANUAL,1
MAPFRE,67,ALFA ROMEO,GIULIA COMPETIZIONE 2.0T 280 CP TA,2024,COMPETIZIONE 2.0T 280 CP TA,AUTO,1
MAPFRE,60,ALFA ROMEO,GIULIA ESTREMA 2.0L 280HP TA,2023,ESTREMA 2.0L 280HP TA,AUTO,1
MAPFRE,43,ALFA ROMEO,GIULIA QUADRIFOGLIO VERDE,2017,QUADRIFOGLIO VERDE,,1
MAPFRE,43,ALFA ROMEO,GIULIA QUADRIFOGLIO VERDE,2018,QUADRIFOGLIO VERDE,,1
MAPFRE,50,ALFA ROMEO,GIULIA QUADRIFOGLIO VERDE TA,2017,QUADRIFOGLIO VERDE TA,AUTO,1
MAPFRE,50,ALFA ROMEO,GIULIA QUADRIFOGLIO VERDE TA,2020,QUADRIFOGLIO VERDE TA,AUTO,1
MAPFRE,50,ALFA ROMEO,GIULIA QUADRIFOGLIO VERDE TA,2021,QUADRIFOGLIO VERDE TA,AUTO,1
MAPFRE,50,ALFA ROMEO,GIULIA QUADRIFOGLIO VERDE TA,2022,QUADRIFOGLIO VERDE TA,AUTO,1
MAPFRE,61,ALFA ROMEO,GIULIA QUADRIFOGLIO VERDE TA,2023,QUADRIFOGLIO VERDE TA,AUTO,1
MAPFRE,61,ALFA ROMEO,GIULIA QUADRIFOGLIO VERDE TA,2024,QUADRIFOGLIO VERDE TA,AUTO,1
MAPFRE,69,ALFA ROMEO,GIULIA QV CARBON EDITION 2.9T TA,2024,QV CARBON EDITION 2.9T TA,AUTO,1
MAPFRE,56,ALFA ROMEO,GIULIA SPORT 2.0L 280HP TA,2018,SPORT 2.0L 280HP TA,AUTO,1
MAPFRE,42,ALFA ROMEO,GIULIA SPORT 2.0L 280HP TA,2019,SPORT 2.0L 280HP TA,AUTO,1
MAPFRE,56,ALFA ROMEO,GIULIA SPORT 2.0L 280HP TA,2019,SPORT 2.0L 280HP TA,AUTO,1
MAPFRE,66,ALFA ROMEO,GIULIA SPRINT 2.0T 280 CP TA,2024,SPRINT 2.0T 280 CP TA,AUTO,1
MAPFRE,49,ALFA ROMEO,GIULIA TI 2.0L 280HP TA,2017,TI 2.0L 280HP TA,AUTO,1
MAPFRE,49,ALFA ROMEO,GIULIA TI 2.0L 280HP TA,2019,TI 2.0L 280HP TA,AUTO,1
MAPFRE,49,ALFA ROMEO,GIULIA TI 2.0L 280HP TA,2020,TI 2.0L 280HP TA,AUTO,1
MAPFRE,49,ALFA ROMEO,GIULIA TI 2.0L 280HP TA,2021,TI 2.0L 280HP TA,AUTO,1
MAPFRE,42,ALFA ROMEO,GIULIA TI AUT,2017,TI AUT,AUTO,1
MAPFRE,42,ALFA ROMEO,GIULIA TI AUT,2018,TI AUT,AUTO,1
MAPFRE,42,ALFA ROMEO,GIULIA TI AUT,2019,TI AUT,AUTO,1
MAPFRE,52,ALFA ROMEO,GIULIA TI LUSSO 2.0L 280HP TA,2017,TI LUSSO 2.0L 280HP TA,AUTO,1
MAPFRE,52,ALFA ROMEO,GIULIA TI LUSSO 2.0L 280HP TA,2018,TI LUSSO 2.0L 280HP TA,AUTO,1
MAPFRE,52,ALFA ROMEO,GIULIA TI LUSSO 2.0L 280HP TA,2021,TI LUSSO 2.0L 280HP TA,AUTO,1
MAPFRE,55,ALFA ROMEO,GIULIA VELOCE 2.0L 280HP TA,2022,VELOCE 2.0L 280HP TA,AUTO,1
MAPFRE,55,ALFA ROMEO,GIULIA VELOCE 2.0L 280HP TA,2023,VELOCE 2.0L 280HP TA,AUTO,1
MAPFRE,55,ALFA ROMEO,GIULIA VELOCE 2.0L 280HP TA,2024,VELOCE 2.0L 280HP TA,AUTO,1
MAPFRE,31,ALFA ROMEO,GIULIETTA 1.8 TURBO MANUAL,2012,GIULIEA 1.8 TURBO MANUAL,MANUAL,1
MAPFRE,31,ALFA ROMEO,GIULIETTA 1.8 TURBO MANUAL,2013,GIULIEA 1.8 TURBO MANUAL,MANUAL,1
MAPFRE,31,ALFA ROMEO,GIULIETTA 1.8 TURBO MANUAL,2014,GIULIEA 1.8 TURBO MANUAL,MANUAL,1
